id,text,label,
232,Do you know how much having a professional do this should cost?,ANECDOTE,
233,That's a very interesting idea! My family is family friends with one of the local hygienists and I'm sure she'd be willing to help me out,ANECDOTE,
234,Get out before it's too late man.,ADVICE,
235,"I'd get an accountant this year but not one that will charge you so much. Maybe you can ask the same guy for a more competitive rate.

Most people have simple tax returns. They don't pay much in taxes, they don't have many deductions (i.e. they take the standard deduction). For us, an accountant would struggle to give us value because there isn't much to save on a small amount of taxes paid.

You aren't in this camp this year it sounds like. Quite easy to make a mistake or not take advantage of something that will cost you >1000$.",ADVICE,
236,"taking an extra job and giving up your weekends are being frugal won't do you nearly as much good as may be cutting your living expenses in half by getting a roommate.. 

Splitting your living costs with someone should be your number one. Find a roommate",ADVICE,
237,"Yeah,  I understand and didn't mean to put you down. Just wanted to illustrate that damn,  this is an unfortunate intrusive thought that could have some really big consequences. I hope you are seeing someone to help you work through this. ",ADVICE,
238,Thanks :) i dont know anyone here with credit card so I was not sure how it works (seeems like everyone in US is on credit card?) but i was expecting something like that,ANECDOTE,
239,"It’s considered “impersonal”.  The gift card is the compromise of showing the person you know what they like, but still letting them decide exactly what they want.  But  I agree, it’s stupid",APPRAISAL,
240,"""If alcohol is clouding your thinking, drink less.""

That's just good advice all around.  You never know when you'll need to have your wits about you.  You can either be the level headed guy who's in control of his situation, or the sloppy guy who needs his ass saved.  Don't be the second guy.  ",ADVICE,
241,"Can you afford to move out?  Are you working full time? I'd sit down, do some googling into how much it would cost you to get an apartment and then factor in all other costs - phone bill, internet, food, personal spending, etc. and see if it all works out with money to spare. Unless you're employed full time, it likely won't. I would definitely agree with the idea of downsizing your vehicle to something cheaper and with better mileage to save money on gas. I'd also make sure to have some savings (at least a few thousand $$) before you move out.",ANECDOTE,
242,"I’m surprised that you offered to help her with bills and she still insulted you and your mother. Do not allow this woman back into the house, she was never really sorry and is a narcissist. ",WARNING,
243,"This. In the meantime, start looking for a new company to get your internet from.",ADVICE,
244,"Agreeing with /u/HonestlyKidding. The movie is best. Ask to take her to dinner beforehand. Nothing fancy, but definitely not fast food. Texas Roadhouse (or Logan's Roadhouse) would be perfect. ",ADVICE,
245,"Thank you, I don't think I really do need any reason besides ""no"", which is why I didn't bring it up at the time. It was mainly a question I had because the friend said to everyone else, ""Hey, just don't drink too much tonight that you can't drive home tomorrow morning."" And then when I went to lay down, was like, ""You cannot stay here."" 

I mostly wanted to ask what changed, and was incredibly grateful that I hadn't taken his earlier advice to heart and got smashed an hour away from my home. I think my question to him would be why he singled me out among everyone -- especially if it was something I had done last time I stayed, so I could apologize for it. ",ANECDOTE,
246,Just break up with her. It sucks but you’re going to regret it this the longer you prolong ,ADVICE,
247,I want to do that. Ive tried. I feel like I should tell her again and maybe after that I'll leave it alone unless proven otherwise.. But it just feels so undoubtedly true that it's hard to get past. ,ANECDOTE,
248,"I'd just consider her a friend at this point. Relationships recovering from this stuff is very rare. Move on. At least the breakup wasn't nasty. You guys will be able to salvage a friendship or she'll realize that this was a huge mistake(don't count on it).

&#x200B;

I'd advise you not to be overly present in her life for a bit after this. People really like being able to have their cake and eat it too during these breaks. They'll break up with you so they can ""do them"" but still expect the same level of emotional support you provided as a significant other, and that's just not fair on it's face. Most of the time people doing this aren't doing this because they need time to explore themselves, they are doing it because the relationship is no longer working or there is another person in the picture and they don't want to feel like an asshole.

&#x200B;

Good luck, from someone who's been on both ends of this scenario.",ADVICE,
249,Not telling him I would say is a lie by omission. ,ANECDOTE,
250,"So if he thinks that you guys are cheating, he’s accusing his brother directly as well, right? 

Edit: and if he isn’t, you should probably ask yourself why that is. ",ADVICE,
251,"Who told you that you were wrong to slap your sister?? I don’t have time to read all these comments because I got here from the update post, which I wanna get back to and read lol. You were not wrong to slap your sister! ",APPRAISAL,
252,This is an unhealthy relationship. He's picking drinking over you and his family. All the warning signs have come and gone. You need to break up and not come back.,ADVICE,
253,Call your local Buildings or Code department and ask them to come out and inspect.,ADVICE,
254,"Perfect. That's what I was thinking, but I kept going back and forth on it. Especially because it wasn't money I truly earned. Thank you!",ANECDOTE,
255,"Exactly. Never forget you are a human being and you deserve basic human courtesy. It’s a basic human behavior to ask how a “friend” is doing when you care about them.

Anyways, I hope the best for you in what you decide. Head up and keep moving forward. ",EMOTIONAL_SUPPORT,
256,"No. I graduate this spring, and as of right now the the prof will not teach any of my courses unless of some dramatic change. Do I have grounds for an appeal here?",ANECDOTE,
257,"Yes I do pay for a lot when she is around, and try to give her as much as I can. ",ANECDOTE,
258,"I think we all do this from time to time.  It will pass with time, but I'd try to limit direct contact with the guy if possible.",ANECDOTE,
259,"Thanks,

Mentally I've never been better, ironically, and I shall do my best to maintain physically functional. A lot of the suggestions here have given me some hope.

My visa still has quite a bit of time left on it, which I will use to find a way off the island. I certainly don't want a ban from UK.",ANECDOTE,
260,"My dad had also cheated on my mom when I was young, and had a pill addiction. I've always kept it to myself if I noticed something fishy, sometimes told my sister. I don't feel good about that cause I don't want him to be hurting my mom but I also feel like it's not my place, they're relationship is it's own separate thing. Chances are if you are finding stuff your mom is way ahead of you even if she didn't see the same evidence. She's not going to forget what happened in the past so I'm sure she's always checking stuff on him.",ANECDOTE,
261,Your loans aren't at a super high rate and you need a car anyways. I'm on the fence here to be honest. This is mostly on you as a personal choice in my opinion because the car isn't preventing you from saving or paying your loans off. Could you pay down the car any faster?,APPRAISAL,
262,"This is the sentiment of some of my friends. But those same friends are chasing around the dopamine rush of  passionate love, only to fail abysmally in long term relationships.

I'm trying to value the companionante, durable stuff over the fleeting emotional stuff. But after six months.. maybe you're right. I'd like *some* kind of emotion. This just sucks. ",ANECDOTE,
263,"Also not his place, even if it's ""for her."" It's her decision solely, most likely with some input from her parents, depending on whether they're supportive or not. ",APPRAISAL,
264,"That sounds like he may be gearing up to try and isolate you. It’s an abusive tactic, and it generally starts out small like that. It’s possible that he may not be thinking of it that way, but it’s raising some red flags for me.",WARNING,
265,"My man, just break it off. Find a new lady in your new city. She chose her career, so pick a different woman. I don't understand not trying because your scared of rejection. She bailed on you. Move on ",ADVICE,
266,"Fight it. Ask them for all documents, also check credit Karma, Experian and other credit report sites to see what accounts are open under his name/SSN and you can go from there. Do not settle also collections usually go away after about 10 years. Good luck ",ADVICE,
267,Nope. I’d say the same thing to a guy. I literally did exactly that earlier today.,ANECDOTE,
268,"Remember she gets half your stuff for life with this separation, and unemployed she gets alimony. 

Not gonna lie the effect on your career/end goal is going to get halved regardless of your choices. Lucky you dont have kids yet. It would be best to find an appropriate environment if you want to save your marriage. Not everyone can do the LDR and you need to choose your spouse - but you dont seem to care. Regardless the law will take care of her.

She does have legitimate concern, military life is filled with divorce and infidelity and you really cant expect someone to not emotionally connect with females, who are probably searching for men themselves, while working 12 hour days.",WARNING,
269,"I completely understand that. You seem like such a sweetheart, though. I can't imagine you'd bother them. I wish you the best of luck with this guy!",EMOTIONAL_SUPPORT,
270,"Yes, in PA they approve your curriculum, you sign an affidavit swearing to educate your children, and there is an annual year end eval with an independent evaluator for each student, in addition to standardized testing. 

Also PA has a lot of fundie groups who homeschool, and so homeschooling in PA will put you in close social contact with a lot of christian fundamentalists unless you live in a really densely liberal area. 

(was homeschooled in PA) ",APPRAISAL,
271,"Not correct.  Use debit cards, but never enter your PIN.  A debit card issued by Visa etc. used without a PIN has the same protections as a credit card.",ADVICE,
272,"Not sure how you can say being a parent at 18 definitively won't hurt or diminish this kids life. You don't know his hopes, dreams, financial situation, prospects, etc.",APPRAISAL,
273,"So with the new tax laws and not being worthwhile to itemize is it still worthwhile to have my taxes professionally done? We are pretty easy even with itemizing. 1 w2 for each of us, no additional income, a house and a child. ",ANECDOTE,
274,"So what are you going to do in the US instead that will make you happier?

Also, why do you assume that you won't make any friends?

Oh, and how much would the trip cost?  ",APPRAISAL,
275,"Think about it. If anything happened to the house, you can be held liable.  If some one broke in. Fire. All that. Let's say it's a drug house. Now your cars tagged. If the owner comes back, your car gets towed.",WARNING,
276,"You guys still talking?

Have gone no contact to give her space?",APPRAISAL,
277,Not sure but it's possible as it's an app it has access to your contacts? ,APPRAISAL,
278,How do I do that? I have no motivation to do anything and feel depressed ,ANECDOTE,
279,"Truth is, if you can't share how you have the money, it's kinda useless in a market sense. One audit and you'd be screwed. Some guy making $20k a year with $300k seemingly randomly is going to set off some major red flags.",WARNING,
280,"The dr may have put something in physical or other papers to say it is approved? In our district(also NY) there is no way a nurse would give that unless they felt it was emergency situation without dr (and usually parent approval.) I would politely inquire about the meds policy from the district. Tell them you want to clarify for the future because you were unaware that this was ok. If you find out it was not you can decide what to do. I don’t think your child was really in danger, but I would very much want to know what procedures are for giving a medication - who needs to give approval? What meds are ok and parent notification procedures.",ADVICE,
281,"Can you let us all know how this turned out? Because frankly I think I speak for most on this sub, we want to make sure you binned this cheating scumbag and got on with your life. 

I do hope you take the excellent advice I’ve seen here, she sounds like an awful person. I once had a very similar but less extreme situation. My girlfriend of years ago had a “sexting” relationship with this person she knew before university. I only found out through happenstance, noticing a message appearing on her phone asking “if she was alone”. Needless to say, this was the beginning of the end for us. She was a nice girl, but thinking this was normal behaviour in a relationship killed it for me. It sure as shit should for you too.

Good luck friend!",ADVICE,
282,"bro, are you serious? If you like her send her a message saying hi but also set up a date and time so you guys can meet again. They are literally throwing themselves at you! Invite her to the same bar, maybe find a friend for her sister too.",ADVICE,
283,"Thank you for this honest post. May I ask- you seem to know that had you stayed with the ex-bf you would have cheated further, I’m assuming because he really wasn’t the guy for you, which is fair enough. But then, why did you stay at all? Wouldn’t it have been less messy, and  less painful for the bf who I’m sure you at least still like and don’t want to hurt, to say “look, this isn’t working. Here’s why.: because A, B, C, etc. We need to break up.”

I only ask because I really wish my cheating gf had done that. It would have hurt like hell but much less than it did when I discovered the cheating.",ANECDOTE,
284,"You're right. I think it's obvious that he likes me, and I guess I'll ask him to hang out outside of work to see what happens.",ANECDOTE,
285,"Pay off the car early. Paying off non mortgage is usually your best option.

You should ignore anyone comparing the debt rate to the average investment gain. They are not telling you the full story.",ADVICE,
286,"\- Secured Credit card

\- BoA Checking then after asked if there is any promotion for a Credit card. (might be low from the start, I got $750). If you are under 24 and still in class, you can have your checking account maintenance fee waived. After that you can decide to close your account or keep your account with some other requirements to have your fee waived.",ADVICE,
287,"You say this is in the Bay Area, so you are going to get taxed very heavily.  Your marginal federal+state tax rate in Calfornia at 120K is well over 30%, so you may as well max your 401k at $19K.

You can also make Roth IRA contributions, though you have to do them as traditional IRA conversions, and they are not deductible.  

Your budget is sort of wacky.  Bay Area rent+utilities of $2000/month would be a huge bargain for anything other than a room in a house.  You are including $1500 for food, which is about right...for a family of six...and then your company provides meals.   You didn't budget anything for transportation, entertainment, vacations, etc.   




",ADVICE,
288,">Would it be beneficial to remove the Authorized User Acct from my credit

Maybe. No one can really predict what effect any given action action will have on your credit report. But it does sound like removing yourself from this card will reduce your utilization and increase your AAoA, both of which should improve your score. Keep in mind that it may take up to two months for the account to be completely removed from your credit report.

>would it be a minor or major bump?

Who knows. It depends on the scoring model and the entirety of your credit history.",APPRAISAL,
289,This thing with The contract was from The beginning suspicios and i searched on The internet. What i found.. Their own site is blocked.. You must pay to receive Information about it. I founded another site where it was a disscusion about this company. And one girl story how 'they are trying to get your nose' lying with The promotion.,ANECDOTE,
290,Possibly the electricity if it also affects heat. Certainly parents are under no obligation to provide upgraded phone service even if not having it affects a child's happiness.,APPRAISAL,
291,"Right, that was my initial thought as well, but she was troubled either way. Thank you! ",ANECDOTE,
292,Save all the attention for when you are together. It's like delayed gratification that you don't water down with constant texting.,APPRAISAL,
293,"I understand that looks can be important, and you do say that she hasn't compensated with her personality. But I've been with my bf for 2 years, and while he has gotten more attractive, its the intimacy that makes me so attracted to him. I have gained a significant amount of weight since the beginning of our relationship (70ish lbs), but he never mentioned my attractiveness, only my health. By focusing on the things he liked, my eyes, laugh, and oral skills, his compliments felt genuine. He only made me feel more attractive and turned-on, and my gratefulness translated to enthusiasm in the bedroom. I ate because food was a quick reward during times of stress- but my bf made me feel so good and supportive that I began to feel good about my body, and food is no longer a drug. I have lost nearly 20 lbs without any conscious dieting- Feeling good about yourself and your life can influence your eating habits and make junk foods less seductive. I'm sure your wife is feeling ugly and unattractive, and her way of supporting her self-esteem and ego is to become overly defensive. While it is not your job to fix all of her problems, if you want to stay with her then you may have to be the bigger person, at least to start. Marriage counseling often doesn't work because people don't use it to find new ways to work on their relationship- they know what to do, they just don't want to do it. Instead, it is used as an excuse- instead of changing their behavior, people will go to marriage counseling and say, ""Look at what I did! What else do you want from me?"" You may have to make her feel sexy and loved before she can do that for you.

It is easy to be a good person when life treats you well. It seems your wife has shown her second side, the side of her that comes out from stress or pain or ignorance. You might be able to get her back with some patience, but its up to you to decide if you want to.",ANECDOTE,
294,"I would say that he probably needs a sleep study to check on apnea, and maybe a CPAP - that is the only thing that finally quieted my husband's snoring enough that I could regularly sleep - his machine is super quiet.  Try to get him to ask the doc about it - a lot of places do an at home sleep study that isn't as invasive as having to spend the night in a hospital.  You just go, they show you how to hook up the monitors, take it home, put it on before you go to bed and then drop off the next day.

Drinking less could contribute because alcohol actually keeps your body from getting as much deep sleep as usual, and most people tend to snore more when they sleep more deeply.  Smoking could be contributing as well, especially since it could dry his throat and make it worse.

Simpler things that could help a bit - elevating the head of your bed.  If sleeping on his back is a problem, get him a shirt with a front pocket, put a tennis ball in the pocket and then sew it shut, then have him sleep with the shirt on backwards to sleep - the ball will keep him from settling on his back when rolling while sleeping.  We didn't have any luck with the nose strips, but a dental appliance that shifted the jaw forward a bit did help some.  

I tried earplugs, but they didn't quiet things enough for me and made my ears hurt in the morning.  The best thing for me was a white noise app on my tablet that I put under my pillow.  Turned up loud enough, it would cover the sound of the snoring - I could sleep with the constant loud noise, but the irregularity of snoring on and off would keep me up.  If it is possible, trying to get to sleep before he does can help as well - but that usually didn't work for me - I've always had insomnia and was up later typically, and even if I fell asleep earlier he would wake me getting in bed.

I know you said that you have a munchkin at home - I don't have a problem with hearing the baby monitor over the white noise that I use at night right now, if that is a worry.",ANECDOTE,
295,"That may be, but does that excuse any of my own behavior?",ANECDOTE,
296,"Send an email, or call, the friend(s) and apologize. 

Showing some humbleness in a time like this goes a long way. ",ADVICE,
297,"Yes, that's the best route. But just know that if your sister is the account owner, she controls the funds. So she has the power to change the investment, change the beneficiary, she could choose to withdraw the funds and pay the tax/penalty. ",WARNING,
298,"Is it possible to move to a different part of the city (i.e., closer to work or on a more direct transit route) and not have a car at all?  One of the tradeoffs of living in a big, dense city like Boston is that while it is expensive to live there, you can get around fairly easily without a car, thus avoiding an entire category of common household expense (automotive payments, insurance, fuel, and maintenance).

According to the numbers you posted, $130 (car payment) + $190 (parking at work) + $300 (insurance) is $620 per month before you've paid a single cent for fuel or maintenance.  You are living in an urban apartment, so I'm assuming you will have no access to a garage, which rules out DIY maintenance.  That $100 DIY brake job (new pads and rotors) will run at least double that at a shop.  New set of tires?  That'll run you north of $500 for even a budget set.  

At $58,000 total compensation, $620/month is nearly 13% of your pre-tax income.  Is that really worth it?  Please understand this isn't some stuffy ""self-denial"" advice, either: you're a 22-year-old living in Boston!  Go live it up!  Party, go on trips, etc., etc.  Don't blow seven grand a year on a car to sit in traffic in.

&#x200B;",APPRAISAL,
299,"Sorry, but thats not flirting. Shes cheating, even if its not physical yet. Shes already sending this guy the ""cheaters script."" If let go more and more she will tell her friends, fam, and this guy more and more things just to make you the bad guy so she can feel the victim when she cheats then leaves you. Best is to just cut it and wall away. All shes doing is gaslighting you when you try to tell her how it looks and makes you feel, but its somehow about her instead...no, bail and run. I put up with this for four years. Wish I hadnt.",WARNING,
300,"They say that the 1st person you date after a long relationship is usually just a rebound. That wasn’t the case for my husband and I, we’re going on 12 years. Our ex’s haven’t settled down yet though. ",ANECDOTE,
